"Date" "S&P 500" "FTSE 100" "CAC 40" "DAX 30"
2002-08-16 1324.32 2098.36 5087.51 3665.74
2002-08-17 1322.36 2099.58 5086.13 3684.69
2002-08-20 1353.63 2146.56 5265.39 3837.67
2002-08-21 1334.7 2118.45 5186.42 3768.51
2002-08-22 1351.82 2120.32 5253.63 3868.17
2002-08-23 1370.85 2154.28 5415.5 3906.55
2002-08-24 1339.79 2132.47 5315.25 3828.26
2002-08-27 1349.88 2132.47 5232.63 3783.84
2002-08-28 1331.2 2161.57 5382.19 3851.34
2002-08-29 1307.28 2076.36 5154.94 3682.84
2002-08-30 1307.28 2044.92 5022.33 3660.95
2002-08-31 1304.86 2053.66 5074.24 3712.94
2002-09-03 1304.86 2031.11 4933.38 3609.41
2002-09-04 1250.68 1957.16 4713.06 3398.99
2002-09-05 1273.03 1957.17 4776.52 3425.9
2002-09-06 1252.77 1949.42 4732.34 3354.71
2002-09-07 1273.88 1996.18 4894.06 3485.68
2002-09-10 1286.79 1974.41 4823.44 3429.22
2002-09-11 1296.23 2029.37 4973.91 3494.69
2002-09-12 1296.25 2047.3 5120.7 3584.69
2002-09-13 1264.42 1986.15 4886.78 3421.87
2002-09-14 1268.57 1948.77 4757.63 3361.28
2002-09-17 1270.45 1966.39 4736.19 3319.05
2002-09-18 1245.39 1957.1 4692.3 3289.13
2002-09-19 1239.7 1880.7 4523.69 3124.92
2002-09-20 1202.46 1855.46 4412.45 3007.47
2002-09-21 1205.42 1878.12 4357.64 3065.73
2002-09-24 1188.76 1819.38 4212.16 2914.25
2002-09-25 1168.22 1786.18 4134.54 2873.21
2002-09-26 1197.56 1799.15 4198.72 2962.5
2002-09-27 1219.6 1874.29 4464.14 3020.6
2002-09-28 1180.28 1901.84 4447.65 2918.9
2002-10-01 1163.04 1811.57 4186.76 2769.03
2002-10-02 1209.59 1848.39 4263.81 2865.23
2002-10-03 1181.32 1901.11 4433.06 2926.74
2002-10-04 1168.57 1888.98 4312.77 2813.3
2002-10-05 1142.36 1856.58 4169.36 2714.62
2002-10-08 1120.52 1840.59 4120.6 2667.39
2002-10-09 1139.9 1816.03 4061.31 2622.09
2002-10-10 1108.91 1822.03 4004.35 2597.88
2002-10-11 1147.8 1839.02 4158.23 2733.19
2002-10-12 1192.63 1924.75 4374.9 2930.74
2002-10-15 1201.37 1914.16 4349.28 2850.11
2002-10-16 1258.24 2010.9 4651.91 3048.27
2002-10-17 1228.01 1976.31 4624.29 3008.93
2002-10-18 1255.42 2031.33 4798.22 3172.46
2002-10-19 1262.84 2011.78 4758.89 3163.67
2002-10-22 1284.73 2013.35 4758.8 3282.67
2002-10-23 1271.08 2006.1 4704.65 3155.97
2002-10-24 1279.63 1951.89 4510.53 3015.42
2002-10-25 1260.17 1999.04 4635.5 3090.01
2002-10-26 1281.81 1973.41 4607.98 3102.01
2002-10-29 1271.2 1992.59 4704.41 3198.96
2002-10-30 1259.79 1917.32 4469.64 3022.01
2002-10-31 1272.25 1950.96 4649.19 3113.59
2002-11-01 1265.41 1969 4748.41 3152.85
2002-11-02 1287.13 1948.19 4687.32 3165.16
2002-11-05 1297.69 2018.61 4851.86 3327.94
2002-11-06 1307.8 2020.89 4895.16 3351.32
2002-11-07 1320.04 2000.59 4843.11 3298.84
2002-11-08 1290.15 1989.64 4690.65 3155.66
2002-11-09 1278.94 1966.88 4609.94 3079.1
2002-11-12 1252.42 1957.62 4603.18 3042.06
2002-11-13 1262.14 1991.48 4619.67 3115.88
2002-11-14 1261.97 1966.99 4574.71 3066.42
2002-11-15 1293.21 1978.59 4746.24 3188.39
2002-11-16 1301.28 1997.38 4767.02 3191.76
2002-11-19 1287.79 2009.28 4836.49 3218.36
2002-11-20 1282.61 1999.77 4789.4 3206.93
2002-11-21 1307.61 2000.24 4753.63 3212.99
2002-11-22 1335.75 2046.72 4959.65 3304.63
2002-11-23 1331.17 2039.5 4983.18 3320.88
2002-11-26 1334.52 2013.6 4967.95 3299.24
2002-11-27 1306.79 1988.57 4846.61 3191.63
2002-11-28 1343.47 2024.62 4995.19 3346.14
2002-11-29 1343.47 2044.75 5019.66 3360.76
2002-11-30 1339.89 2036.94 5014.63 3320.32
2002-12-03 1337.34 2029.55 4972.59 3380.2
2002-12-04 1317.65 1991.01 4858.46 3280.49
2002-12-05 1313.53 1978.64 4824.65 3320.75
2002-12-06 1297.8 1970.73 4761.63 3224.74
2002-12-07 1305.99 1961.47 4803.43 3207.53
2002-12-10 1277.05 1922.6 4697.68 3065.57
2002-12-11 1294.91 1918.24 4738.57 3167.99
2002-12-12 1295.91 1942.64 4809.95 3196.05
2002-12-13 1291.16 1923.31 4730.56 3111.88
2002-12-14 1273.83 1895.33 4639.22 3077.06
2002-12-17 1303.85 1947.09 4785.48 3205.29
2002-12-18 1293.26 1910.31 4732.34 3139.97
2002-12-19 1276.36 1875.09 4640.03 3022.69
2002-12-20 1266.79 1878.14 4605.08 2961.41
2002-12-21 1283.26 1901.83 4648.26 3024.22
2002-12-24 1285.6 1924.81 4655.45 3000.84
2002-12-25 1278.58 1927.37 4645.9 3000.84
2002-12-26 1278.58 1927.37 4645.9 3000.84
2002-12-27 1274.56 1927.37 4645.9 3000.84
2002-12-28 1254.66 1872.8 4541.18 2840
2002-12-31 1260.42 1907.64 4561.24 2892.63
2003-01-01 1261.18 1927.07 4619.7 2892.63
2003-01-02 1261.18 1927.07 4619.7 2892.63
2003-01-03 1303.17 1961.03 4817.39 3105.04
2003-01-04 1302.55 1958.83 4806.62 3092.94
2003-01-07 1331.82 1957.08 4840.38 3157.25
2003-01-08 1323.17 1935.57 4766.07 3112.77
2003-01-09 1304.95 1919.96 4665.2 2993
2003-01-10 1330.31 1924.44 4752.96 3037.68
2003-01-11 1330.29 1944.08 4764.78 3037.33
2003-01-14 1328.5 1931.43 4779.39 3060.65
2003-01-15 1336.25 1930.12 4785.74 3098.72
2003-01-16 1317.18 1901.9 4726.38 3049.4
2003-01-17 1312.01 1898.99 4738.34 3054.11
2003-01-18 1293.63 1869.03 4609.18 2918.82
2003-01-21 1293.63 1848.51 4553.6 2893.55
2003-01-22 1273.31 1828 4511.87 2870.57
2003-01-23 1260.16 1799.89 4419.88 2803.25
2003-01-24 1273.04 1772.57 4399.66 2811.22
2003-01-25 1235.84 1763.55 4370.45 2717.82
2003-01-28 1215.86 1703.41 4215.42 2643.8
2003-01-29 1231.74 1707.88 4221.88 2671.36
2003-01-30 1240.31 1704.92 4282.16 2706.57
2003-01-31 1212.23 1751.35 4393.85 2693.78
2003-02-01 1228.14 1745.84 4429.66 2747.83
2003-02-04 1234.78 1805.52 4459.68 2751.99
2003-02-05 1217.4 1756.94 4317.52 2632.98
2003-02-06 1211.04 1800.31 4349.37 2725.88
2003-02-07 1203.58 1760.33 4276.34 2649
2003-02-08 1191.46 1761.37 4216.75 2569.34
2003-02-11 1200.51 1751.54 4179.96 2586.09
2003-02-12 1190.83 1795.65 4284.87 2627
2003-02-13 1176.15 1769.94 4177.49 2571.25
2003-02-14 1174.43 1767.35 4159.45 2555.27
2003-02-15 1199.61 1767.88 4263.63 2674.46
2003-02-18 1199.61 1807.26 4345.6 2708.97
2003-02-19 1223.11 1825.45 4430.8 2740.14
2003-02-20 1214.66 1793.21 4311.02 2624.65
2003-02-21 1203.18 1807.4 4228.54 2591.26
2003-02-22 1219.1 1826.94 4266.75 2648.87
2003-02-25 1196.71 1814.55 4200.08 2571.35
2003-02-26 1205.32 1775.16 4045.93 2485.5
2003-02-27 1189.98 1768.03 4008.53 2450.2
2003-02-28 1204.11 1756.51 4094.83 2513.22
2003-03-01 1209.71 1798.68 4152.54 2547.05
2003-03-04 1200.6 1812.99 4164.88 2549.65
2003-03-05 1182.17 1783.8 4036.41 2501.03
2003-03-06 1193.87 1755.92 4004.33 2498.02
2003-03-07 1182.82 1751.92 3973.36 2437.51
2003-03-08 1192.62 1720.47 3883.43 2431.66
2003-03-11 1161.85 1693.1 3790.98 2329.04
2003-03-12 1152.15 1701.32 3760.54 2305.3
2003-03-13 1157.61 1624.17 3624.23 2202.96
2003-03-14 1197.56 1722.93 3852.98 2354.31
2003-03-15 1199.55 1779.71 4132.45 2403.19
2003-03-18 1242.09 1839.23 4270.78 2487.12
2003-03-19 1247.39 1851.58 4215.21 2584.61
2003-03-20 1258.37 1866.2 4279.74 2615.22
2003-03-21 1260.77 1866.32 4215.12 2604.85
2003-03-22 1289.74 1913.6 4359.68 2715.06
2003-03-25 1244.31 1855.22 4112.59 2548.37
2003-03-26 1259.44 1864.48 4216.57 2636.1
2003-03-27 1252.59 1880.79 4204.15 2579.33
2003-03-28 1250.71 1849.02 4106.54 2584.05
2003-03-29 1243.51 1838.85 4121.86 2520.84
2003-04-01 1221.46 1791.62 3949.11 2423.87
2003-04-02 1236.3 1827.07 3974.11 2450.19
2003-04-03 1268.82 1863.87 4138.27 2589.35
2003-04-04 1262.43 1872.63 4205.85 2569.81
2003-04-05 1265.9 1894.14 4280.16 2654.07
2003-04-08 1267.49 1954.45 4427.53 2808.94
2003-04-09 1265.57 1921.16 4363.92 2767.79
2003-04-10 1247.99 1918.18 4355.65 2734.1
2003-04-11 1256.04 1889.29 4235.83 2697.1
2003-04-12 1251.4 1891.68 4280.42 2733.95
2003-04-15 1275.82 1912.21 4335.98 2776.78
2003-04-16 1283.96 1945.71 4406.17 2834.12
2003-04-17 1268.28 1916.63 4366.41 2824.68
2003-04-18 1287.99 1933.69 4376.48 2899.78
2003-04-19 1287.99 1933.69 4376.48 2899.78
2003-04-22 1285.72 1933.69 4376.48 2899.78
2003-04-23 1313.63 1947.85 4406.93 2960.96
2003-04-24 1324.68 1972.64 4479.62 2974.4
2003-04-25 1313.75 1939.11 4399.06 2891.62
2003-04-26 1295.57 1924.77 4344.06 2838.23
2003-04-29 1318.85 1959.61 4470.47 2953.92
2003-04-30 1323.26 1953.43 4457.18 2908.96
2003-05-01 1322.07 1952.9 4478.01 2942.04
2003-05-02 1321.39 1930.1 4478.01 2942.04
2003-05-03 1341.28 1966.14 4499.95 2986
2003-05-06 1336.24 1966.14 4550.22 3013.04
2003-05-07 1347.54 1992.9 4646.75 3066.95
2003-05-08 1340.87 1987.71 4604.47 3005.64
2003-05-09 1327.42 1955.83 4475.36 2886.08
2003-05-10 1346.68 1975.98 4519.1 2956.59
2003-05-13 1363.61 1984.99 4512.4 2937.26
2003-05-14 1359.74 1991.19 4513.93 2909.95
2003-05-15 1355.76 1981.54 4511.19 2926.03
2003-05-16 1366.59 1999.52 4566.72 2989.38
2003-05-17 1363.32 2018.43 4595.26 2989.08
2003-05-20 1329.38 1964.75 4399.51 2850.68
2003-05-21 1327.87 1979.84 4419.94 2838.93
2003-05-22 1333.33 1962.45 4429.44 2827.25
2003-05-23 1345.53 1989.4 4463.37 2865.21
2003-05-24 1347.49 1984.12 4453.98 2822.83
2003-05-27 1347.49 1984.12 4436.09 2828.28
2003-05-28 1373.86 1990.37 4452.16 2873.6
2003-05-29 1376.57 2031.44 4544.86 2919.54
2003-05-30 1371.51 2037.3 4575.02 2906.71
2003-05-31 1391.72 2019.61 4609.79 2982.68
2003-06-03 1396.7 2060.09 4707.87 3064.56
2003-06-04 1403.29 2053.33 4694.81 3026.82
2003-06-05 1424.9 2060.1 4736.48 3080.02
2003-06-06 1430.63 2048.96 4690.44 3039.76
2003-06-07 1427.27 2072.2 4785.03 3127.46
2003-06-10 1410.21 2061.36 4726.27 3094.76
2003-06-11 1423.11 2053.34 4772.43 3140.34
2003-06-12 1441.86 2072.48 4831.31 3178.15
2003-06-13 1443.41 2078.03 4890.24 3219.47
2003-06-14 1429.11 2064.48 4826.34 3168.71
2003-06-17 1461.15 2073.86 4928.1 3264.5
2003-06-18 1462.48 2092.56 4968.87 3286.48
2003-06-19 1460.32 2101.53 4989.33 3304.15
2003-06-20 1438.09 2063.79 4919.28 3247.11
2003-06-21 1439.54 2078.12 4958.45 3238.98
2003-06-24 1419.24 2042.02 4852.65 3186.39
2003-06-25 1421.86 2028.56 4827.92 3217.34
2003-06-26 1410.09 2032.85 4836.25 3198.82
2003-06-27 1425.82 2019.76 4828.1 3241.22
2003-06-28 1411.97 2032.84 4838.43 3224.66
2003-07-01 1409.48 2014.51 4799.65 3220.58
2003-07-02 1421.03 1980.9 4689.01 3146.55
2003-07-03 1437.61 2002.75 4791.84 3241.04
2003-07-04 1425.97 2011.72 4812.06 3241.92
2003-07-05 1425.97 2010.07 4781.42 3239.61
2003-07-08 1453.07 2036.69 4952.32 3332.87
2003-07-09 1458.51 2036.11 4945.75 3344.46
2003-07-10 1450.51 2027.41 4886.51 3322.43
2003-07-11 1430.96 2014.45 4821.69 3269.84
2003-07-12 1444.7 2029.13 4883.93 3326.51
2003-07-15 1453 2063.89 4964.8 3396.07
2003-07-16 1448.02 2051.32 4947.85 3384.69
2003-07-17 1438.85 2038.63 4903.32 3387.64
2003-07-18 1421.11 2028.35 4870.08 3330.68
2003-07-19 1437.89 2036.66 4869.83 3366.71
2003-07-22 1416.88 2022.2 4794.9 3287
2003-07-23 1430.35 2039.94 4812.89 3318.15
2003-07-24 1431.1 2043.46 4807.9 3304.48
2003-07-25 1420.96 2075.02 4912.87 3374.82
2003-07-26 1445.7 2065.81 4838.88 3356.89
2003-07-29 1442.58 2074.63 4925.42 3417.77
2003-07-30 1432.31 2068.73 4890.33 3428.12
2003-07-31 1429.91 2072.26 4937.21 3429.03
2003-08-01 1434.33 2080.19 4995.98 3487.86
2003-08-02 1419.64 2050.87 4932.73 3438.89
2003-08-05 1423.51 2051.69 4889.73 3405.31
2003-08-06 1398.42 2062.18 4960.71 3438.36
2003-08-07 1401.01 2038.27 4865.06 3375.66
2003-08-08 1411.26 2050.86 4871.92 3331.89
2003-08-09 1416.3 2077.01 4926.28 3332.24
2003-08-12 1421.01 2091.47 4961.81 3339.58
2003-08-13 1435.17 2095.93 4992.8 3381.71
2003-08-14 1426.55 2101.81 4992.54 3398.89
2003-08-15 1435.96 2130.54 5076.02 3452.7
2003-08-16 1436.43 2135.32 5103.28 3443.93
2003-08-19 1449.65 2147.78 5137.31 3507.23
2003-08-20 1453.45 2137.07 5152.28 3504.53
2003-08-21 1450.61 2125.5 5105.04 3501.23
2003-08-22 1454.98 2128.59 5145.62 3565.47
2003-08-23 1440.17 2129.8 5180.75 3549.05
2003-08-26 1441.11 2129.8 5122.19 3500.09
2003-08-27 1445.5 2105.34 5068.23 3455.48
2003-08-28 1445.84 2120.25 5104.53 3483.08
2003-08-29 1454.7 2116 5171.35 3492.67
2003-08-30 1462.3 2097.4 5153.4 3484.58
2003-09-02 1462.3 2119.26 5226.69 3571.22
2003-09-03 1482.61 2119.22 5235.12 3567.2
2003-09-04 1489.25 2149.1 5326.7 3647.51
2003-09-05 1491.77 2142.4 5307.9 3668.67
2003-09-06 1482.24 2146.62 5279.97 3607.71
2003-09-09 1497.22 2164.21 5306.38 3641.53
2003-09-10 1484.93 2150 5252.76 3594.4
2003-09-11 1467.29 2144.53 5180.31 3536.87
2003-09-12 1475.72 2139.54 5210.72 3566.85
2003-09-13 1478.94 2137.33 5170.74 3508.06
2003-09-16 1473.43 2148.99 5195.33 3516.31
2003-09-17 1494.5 2168.18 5270.1 3564.75
2003-09-18 1489.7 2166.54 5281.8 3561.03
2003-09-19 1509.47 2177.51 5314.62 3612.02
2003-09-20 1504.74 2148.39 5250.22 3578.7
2003-09-23 1485.16 2133.83 5109.1 3456.27
2003-09-24 1494.19 2130.58 5082.77 3411.02
2003-09-25 1465.66 2139.22 5079.27 3307.34
2003-09-26 1457.09 2121.94 5027.53 3326.27
2003-09-27 1448.03 2099.19 5006.09 3324.85
2003-09-30 1462.2 2091.92 4962.43 3323.38
2003-10-01 1446.77 2065.95 4878.83 3256.78
2003-10-02 1479.23 2105.58 4966.01 3329.83
2003-10-03 1482.36 2125.72 4969.02 3276.64
2003-10-04 1496.32 2158.53 5129.97 3419
2003-10-07 1502.86 2156.55 5106.62 3404.91
2003-10-08 1510.05 2157.49 5065.22 3355.78
2003-10-09 1502.65 2155.87 5055.66 3395.33
2003-10-10 1509.86 2178.75 5174.52 3481.9
2003-10-11 1509 2177.3 5145.16 3471.25
2003-10-14 1519.6 2203.22 5229.54 3538.39
2003-10-15 1525.6 2188.95 5205.5 3538.13
2003-10-16 1521.95 2207.32 5252.32 3570.58
2003-10-17 1526.8 2192.6 5225.1 3577.72
2003-10-18 1511.18 2194.77 5219.23 3516.67
2003-10-21 1518.97 2196.57 5227.13 3559.33
2003-10-22 1520.93 2198.98 5234.15 3580.08
2003-10-23 1498.28 2165.29 5139.83 3490.6
2003-10-24 1503.26 2142.35 5080.05 3497.14
2003-10-25 1496.19 2141.73 5083.13 3452.64
2003-10-28 1499.43 2147.95 5145.88 3517.1
2003-10-29 1522.21 2158.87 5216.79 3586.93
2003-10-30 1524.41 2156.33 5239.83 3615.42
2003-10-31 1523.12 2174.16 5271.58 3639.66
2003-11-01 1528.62 2167.42 5249.55 3655.99
2003-11-04 1540.71 2190.16 5352.06 3744.5
2003-11-05 1532.34 2188.98 5329.87 3741.71
2003-11-06 1530.54 2175.83 5280.75 3717.7
2003-11-07 1539.75 2186.33 5310.22 3733.93
2003-11-08 1533.02 2212.97 5373.93 3782.56
2003-11-11 1524.26 2195.22 5330.45 3746.24
2003-11-12 1523.47 2196.89 5300.67 3729.87
2003-11-13 1541.49 2212.77 5308.45 3748.34
2003-11-14 1541.3 2213.68 5310.79 3765.59
2003-11-15 1529.84 2225.81 5366.89 3797.4
2003-11-18 1520.07 2196.39 5227.91 3674.54
2003-11-19 1506.32 2204.4 5217.99 3666.28
2003-11-20 1518.51 2190.8 5203.13 3652.29
2003-11-21 1505.76 2180.99 5173.57 3638.04
2003-11-22 1508.21 2186.58 5238.52 3642.25
2003-11-25 1532.69 2218.65 5310 3737.09
2003-11-26 1535.49 2221.88 5319.49 3733.16
2003-11-27 1542.39 2216.27 5314.88 3712.98
2003-11-28 1542.39 2211.58 5340.52 3744.99
2003-11-29 1542.07 2202.2 5329.83 3745.95
2003-12-02 1559.5 2236.39 5431.71 3821.2
2003-12-03 1554.42 2220.63 5403.09 3809.26
2003-12-04 1552.09 2227.6 5449.88 3875.66
2003-12-05 1559.47 2220.59 5442.33 3874.78
2003-12-06 1547.52 2214.92 5380.98 3841.73
2003-12-09 1558.96 2211.28 5346.38 3806.54
2003-12-10 1545.68 2221.29 5379.39 3846.18
2003-12-11 1544.31 2198.91 5352.51 3820.92
2003-12-12 1562.23 2196.82 5397.72 3858.85
2003-12-13 1566.5 2205.13 5401.93 3860.13
2003-12-16 1557.66 2205.31 5432.78 3875.47
2003-12-17 1568.02 2197.68 5426.84 3865.98
2003-12-18 1570.15 2208.93 5416.36 3847.57
2003-12-19 1588.9 2230.76 5452.69 3870.88
2003-12-20 1588.19 2238.38 5450.87 3898.42
2003-12-23 1594.43 2244.32 5441.55 3876.94
2003-12-24 1598.93 2252.89 5447.82 3903.34
2003-12-25 1596.05 2255.41 5463.72 3903.34
2003-12-26 1596.05 2255.41 5463.72 3903.34
2003-12-27 1598.74 2255.41 5463.72 3903.34
2003-12-30 1619.16 2261.9 5480.05 3952.72
2003-12-31 1619.59 2268.44 5493.11 3965.16
2004-01-01 1622.94 2271.89 5537.81 3965.16
2004-01-02 1622.94 2271.89 5537.81 3965.16
2004-01-03 1618.05 2288.8 5598.36 4018.5
2004-01-06 1638.1 2290.36 5616.24 4035.9
2004-01-07 1640.31 2286.28 5596.84 4035.44
2004-01-08 1644.6 2270.28 5546.55 4004.4
2004-01-09 1652.83 2281.04 5592.02 4045.43
2004-01-10 1638.14 2266.89 5564.12 4016.18
2004-01-13 1646.03 2258.43 5541.23 3995.91
2004-01-14 1637.33 2253.62 5566.96 3996.22
2004-01-15 1650.96 2264.49 5623.58 4055.21
2004-01-16 1653.21 2261.79 5646.03 4068.75
2004-01-17 1664.57 2277.93 5715.8 4111.64
2004-01-20 1664.57 2293.29 5744.1 4139.92
2004-01-21 1663.03 2283.71 5697.73 4106.41
2004-01-22 1676.07 2290.26 5722.93 4138.04
2004-01-23 1670.73 2272.8 5752.86 4139.86
2004-01-24 1667.26 2264.69 5749.37 4151.83
2004-01-27 1687.44 2256.91 5721.92 4128.68
2004-01-28 1670.91 2257.68 5755.69 4134.42
2004-01-29 1648.44 2268.47 5770.27 4150.24
2004-01-30 1657.09 2239.74 5701.03 4095.71
2004-01-31 1652.73 2229.15 5663.87 4058.6
2004-02-03 1658.79 2224.42 5705.26 4071.6
2004-02-04 1659.92 2229.1 5663.53 4057.51
2004-02-05 1646.29 2233.11 5615.82 4028.37
2004-02-06 1649.35 2225.94 5620.09 4014.79
2004-02-07 1670.14 2235.27 5642.51 4044.99
2004-02-10 1666.16 2251.36 5703.24 4098.97
2004-02-11 1674.55 2236.4 5710.59 4110.8
2004-02-12 1693.03 2232.09 5725.23 4122.16
2004-02-13 1684.92 2222.79 5731 4121.65
2004-02-14 1675.86 2240.2 5680.84 4057.05
2004-02-17 1675.86 2238.22 5725.57 4070.46
2004-02-18 1692.22 2265.32 5765.65 4095.86
2004-02-19 1684.89 2260.64 5773.76 4095.34
2004-02-20 1678.01 2297.62 5852.05 4141.53
2004-02-21 1673.71 2297.35 5811.51 4073.35
2004-02-24 1669.2 2302.07 5808.2 4068.71
2004-02-25 1666.42 2288.05 5733.93 3991.42
2004-02-26 1673.34 2295.86 5763.8 3995.34
2004-02-27 1675.63 2300.11 5782.26 4007.81
2004-02-28 1675.7 2288.05 5799.31 4018.16
2004-03-02 1691.9 2310.86 5835.79 4054.43
2004-03-03 1681.88 2312.45 5892.59 4100.34
2004-03-04 1685.17 2307.13 5850.79 4071.7
2004-03-05 1690.83 2324.43 5880.35 4133.78
2004-03-06 1693.76 2318.32 5855.7 4126.14
2004-03-09 1679.74 2321.72 5887.26 4145.99
2004-03-10 1670.07 2315.73 5818.21 4087.55
2004-03-11 1645.79 2322.57 5851 4044.7
2004-03-12 1621.21 2271.42 5677.15 3904.95
2004-03-13 1641.42 2282.73 5701.05 3915.38
2004-03-16 1617.91 2254.92 5564.13 3810.76
2004-03-17 1627.03 2263.08 5586.25 3822.37
2004-03-18 1646.29 2284.69 5692.12 3896.79
2004-03-19 1644.21 2254.48 5589.26 3827.43
2004-03-20 1625.84 2264.67 5625.55 3819.15
2004-03-23 1604.8 2221.62 5510.23 3729.23
2004-03-24 1602.67 2213.8 5511.32 3728.82
2004-03-25 1598.85 2210.23 5477.91 3726.07
2004-03-26 1625.01 2243.15 5558.79 3811.92
2004-03-27 1623.36 2234.89 5593.02 3822.33
2004-03-30 1644.75 2260.13 5658.08 3881.25
2004-03-31 1651.43 2263.25 5636.16 3874.04
2004-04-01 1650.42 2252.78 5644.15 3856.7
2004-04-02 1659.16 2265.64 5713.82 3924.85
2004-04-03 1673.4 2293.84 5822.7 4007.6
2004-04-06 1686.24 2301.59 5886.97 4048.6
2004-04-07 1683.23 2297.54 5832.34 4022.81
2004-04-08 1672.14 2295.67 5814.36 4001.16
2004-04-09 1670.36 2306.45 5823.01 4013.53
2004-04-10 1670.36 2306.45 5823.01 4013.53
2004-04-13 1679.02 2306.45 5823.01 4013.53
2004-04-14 1655.99 2319.86 5876.84 4071.42
2004-04-15 1654.17 2305.2 5809.48 4012.77
2004-04-16 1655.15 2315.52 5795.98 4004.61
2004-04-17 1663.62 2331.85 5840.87 4033.98
2004-04-20 1665.39 2336.44 5828.17 4025.07
2004-04-21 1639.49 2348.16 5874.88 4061.13
2004-04-22 1648.31 2334.25 5827.74 4026.15
2004-04-23 1671.63 2350.69 5893.75 4059.15
2004-04-24 1672.62 2349.72 5934.04 4103.62
2004-04-27 1665.19 2350.7 5893.74 4125.83
2004-04-28 1668.98 2352.67 5888.36 4134.1
2004-04-29 1646.2 2328.48 5795.72 4065.74
2004-04-30 1634.16 2325.94 5745.86 4008.91
2004-05-01 1624.51 2310.58 5729.68 3985.21
2004-05-04 1639.46 2310.58 5795.1 4007.65
2004-05-05 1642.5 2340.19 5787.76 3990.75
2004-05-06 1645.65 2352 5838.35 4022.1
2004-05-07 1634.75 2324.53 5722.13 3909.46
2004-05-08 1612.31 2315.37 5721.91 3895.64
2004-05-11 1595.38 2262.25 5569.06 3784.61
2004-05-12 1607.94 2292.91 5660.28 3849.84
2004-05-13 1611.15 2274.65 5594.26 3776.24
2004-05-14 1610.05 2295.72 5672.57 3824.93
2004-05-15 1609.12 2289.53 5658.76 3803.1
2004-05-18 1592.23 2269.54 5586.48 3754.37
2004-05-19 1603.14 2275.41 5633.25 3789.24
2004-05-20 1599.29 2307.52 5754.36 3872.26
2004-05-21 1600.06 2285.28 5701.68 3839.32
2004-05-22 1606.49 2286.69 5697.02 3831.84
2004-05-25 1609.22 2285.37 5775.8 3867.84
2004-05-26 1635.14 2279.76 5747.54 3828.07
2004-05-27 1638.16 2290.71 5828.3 3867.52
2004-05-28 1647.65 2298.63 5860.29 3913.33
2004-05-29 1646.8 2286.79 5824.61 3902.72
2004-06-01 1646.8 2286.79 5853.68 3921.41
2004-06-02 1647.57 2282.66 5787.03 3864.18
2004-06-03 1653.66 2285.77 5825.24 3888.31
2004-06-04 1641.43 2292.29 5838.24 3917.08
2004-06-05 1650.07 2302.13 5911.82 3961.93
2004-06-08 1676.48 2321.33 5949.15 4017.81
2004-06-09 1679.21 2328.17 5951.12 4018.95
2004-06-10 1663.38 2320.99 5912.49 3997.76
2004-06-11 1671.01 2319.24 5933.11 4021.64
2004-06-12 1671.01 2318.13 5933.62 4014.56
2004-06-15 1655 2291.88 5849.77 3948.65
2004-06-16 1664.92 2305.03 5916.41 3987.3
2004-06-17 1667.23 2322.17 5966.31 4003.24
2004-06-18 1665.02 2323.29 5972.06 3985.46
2004-06-19 1669.39 2329.76 6008.71 3999.79
2004-06-22 1662.46 2327.89 6007.72 3989.31
2004-06-23 1668.55 2310.47 5943.53 3928.39
2004-06-24 1682.75 2320.29 5975.38 3945.1
2004-06-25 1678.07 2328.8 6038.54 4007.05
2004-06-26 1668.93 2324.08 6017.05 4013.35
2004-06-29 1667.61 2336.81 6064 4069.35
2004-06-30 1671.84 2333.57 6039.72 4069.73
2004-07-01 1678.83 2309.5 6001.95 4052.73
2004-07-02 1661.53 2289.14 5974.96 4035.02
2004-07-03 1656.33 2280.18 5924.9 3998.77
2004-07-06 1656.33 2278.05 5929.91 3995.73
2004-07-07 1642.84 2261.21 5885.69 3944.88
2004-07-08 1646.36 2255.72 5885.25 3930.58
2004-07-09 1632.88 2267.49 5901.34 3934.48
2004-07-10 1638.42 2273.74 5898.24 3924.49
2004-07-13 1640.73 2256.55 5871.15 3893.24
2004-07-14 1641.96 2255.4 5878.46 3903.88
2004-07-15 1636.62 2263.2 5866.52 3898.84
2004-07-16 1629.58 2246.72 5805.1 3847.19
2004-07-17 1621.81 2245.95 5804.86 3845.93
2004-07-20 1621.08 2236.57 5776.29 3812.63
2004-07-21 1632.52 2246.03 5800.01 3837.6
2004-07-22 1610.88 2266.02 5848.38 3877.48
2004-07-23 1615.27 2229.24 5744.47 3801.05
2004-07-24 1599.62 2239.64 5735.54 3797.33
2004-07-27 1596.48 2219.3 5679.79 3752.59
2004-07-28 1612.33 2238.87 5732.03 3814.08
2004-07-29 1613.5 2255.17 5749.42 3807.21
2004-07-30 1621.35 2287.5 5858.54 3889.68
2004-07-31 1623.26 2284.59 5863.86 3895.61
2004-08-03 1630.48 2285.96 5826.38 3862.71
2004-08-04 1620.28 2293.18 5869.81 3877.32
2004-08-05 1619 2284.93 5800.32 3823.74
2004-08-06 1592.64 2287.68 5825.09 3829.03
2004-08-07 1568.07 2248.55 5673.41 3727.74
2004-08-10 1569.96 2236.38 5623 3690.33
